subseries,filename,path,size,created,modified,accessed,md5,sha1,flagged,labels,comment,type,exportedAs
Bookmark: 05.1 Bibliography,BIBB..doc,/CM068.ad1/A::A:\/BIBB..doc,60416 B,10/1/1999 11:35:11 AM (1999-10-01 18:35:11 UTC),9/26/2001 8:22:58 AM (2001-09-26 15:22:58 UTC),9/26/2001 12:00:00 AM (2001-09-26 07:00:00 UTC),2CE024B39B2DA213627BD9CDCD68C566,2EDA9306EC905FCBE0A035A83205275CECFC1E17,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBB..doc
Bookmark: 05.1 Bibliography,BIBB..doc,/CM063.ad1/A::A:\/BIBB..doc,60416 B,10/1/1999 11:35:11 AM (1999-10-01 18:35:11 UTC),9/26/2001 8:04:12 AM (2001-09-26 15:04:12 UTC),9/26/2001 12:00:00 AM (2001-09-26 07:00:00 UTC),91D0FEC779B519FB00679C726EA11346,71B431A02BBC2C0006DF07C9734DD8726497B20C,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBB.[63002].doc
Bookmark: 05.1 Bibliography,BIBB.BK!,/CM068.ad1/A::A:\/BIBB.BK!,26373 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/9/1994 4:22:36 PM (1994-08-09 23:22:36 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),900727EF3D6443750657C3905986B7E5,EC23A0A4F507744161D6EFCF46833F7BC800941E,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\BIBB.BK!.wp5
Bookmark: 05.1 Bibliography,BIBB~1.DOC,/CM063.ad1/A::A:\/RESOURCE.FRK/BIBB~1.DOC,286 B,11/19/2001 1:12:50 PM (2001-11-19 21:12:50 UTC),11/19/2001 1:13:06 PM (2001-11-19 21:13:06 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9BAF28FC2BEB50F1838F4166DA5F11F5,A3571EE97E74A2D4D4A0C18D0272A8FAC5556420,False,"D,CM:3.5,O,A,I,P",n/a,Unknown,files\BIBB~1.DOC
Bookmark: 05.1 Bibliography,BIBC,/CM083.ad1/A::A:\/BIBC,14886 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),4/6/1994 2:42:26 PM (1994-04-06 21:42:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),35E137DD7E4955709679D29E6D9DA5F9,BACEE22E890D556696D440E0A4863FA0B1478831,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\BIBC.wp5
Bookmark: 05.1 Bibliography,BIBC,/CM068.ad1/A::A:\/BIBC,15209 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1994 10:50:26 AM (1994-08-10 17:50:26 UTC),12/14/1999 11:00:00 PM (1999-12-15 07:00:00 UTC),0533BA9CE82ACF0515FDE56B26945A2E,6BD5CD08FD0DBFAD11B9B1F258FC250ABC8664F2,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\BIBC[37004].wp5
Bookmark: 05.1 Bibliography,BIBC,/CM065.ad1/A::A:\/BIBC,13918 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),11/25/1992 3:47:46 PM (1992-11-25 23:47:46 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0A59E9C998D737B641E99615BEE42488,219ED9B98EA5AF01BDF169ECFC687AF4A43485BF,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.0,files\BIBC[39003].wp5
Bookmark: 05.1 Bibliography,BIBC,/CM051.ad1/A::A:\/BIBC,13053 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/29/1992 12:52:30 PM (1992-01-29 20:52:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7BDA222378BAB0B7ADE4C18B75D412A7,E0CDAEDE83E963304C8CD5C0AF4033AC1D1BF1CB,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\BIBC[129013].wp5
Bookmark: 05.1 Bibliography,BIBC,/CM045.ad1/A::A:\/BIBC,15209 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1994 10:50:26 AM (1994-08-10 17:50:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0533BA9CE82ACF0515FDE56B26945A2E,6BD5CD08FD0DBFAD11B9B1F258FC250ABC8664F2,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\BIBC[149004].wp5
Bookmark: 05.1 Bibliography,BIBC..doc,/CM068.ad1/A::A:\/BIBC..doc,35328 B,10/1/1999 11:35:10 AM (1999-10-01 18:35:10 UTC),9/26/2001 8:21:24 AM (2001-09-26 15:21:24 UTC),9/26/2001 12:00:00 AM (2001-09-26 07:00:00 UTC),EE192CD45BCB53DF7724BC0CFABA0E42,8F15BFA5F79AA0C6D53E8DAB8242A9A8DC93D261,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBC..doc
Bookmark: 05.1 Bibliography,BIBC..doc,/CM063.ad1/A::A:\/BIBC..doc,35328 B,10/1/1999 11:35:10 AM (1999-10-01 18:35:10 UTC),9/26/2001 8:17:04 AM (2001-09-26 15:17:04 UTC),9/26/2001 12:00:00 AM (2001-09-26 07:00:00 UTC),E7294E6B23A47F033DE9C48CC01AED26,6C6DE0DDACFAA803DF29EE7526B9B9171D3C5D32,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBC.[63005].doc
Bookmark: 05.1 Bibliography,BIBC~1.DOC,/CM063.ad1/A::A:\/RESOURCE.FRK/BIBC~1.DOC,286 B,11/19/2001 1:13:10 PM (2001-11-19 21:13:10 UTC),11/19/2001 1:13:26 PM (2001-11-19 21:13:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),66D4D71BC8AC2A00E53D819A3A3CE6C0,F8CD697567A2C98BDF0211DA73D903BB773999DB,False,"D,CM:3.5,O,A,I,P",n/a,Unknown,files\BIBC~1.DOC
Bookmark: 05.1 Bibliography,BIBD,/CM068.ad1/A::A:\/BIBD,1458 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1994 10:56:46 AM (1994-08-10 17:56:46 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),14864314F87538A1D3659F1F09137EDB,95316EEC5F1FDEFF798D29A17BABF29486C7ABB8,False,"D,CM:3.5,O,A,I,P",n/a,WordPerfect 5.1,files\BIBD.wp5
Bookmark: 05.1 Bibliography,BIBD,/CM045.ad1/A::A:\/BIBD,1458 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8/10/1994 10:56:46 AM (1994-08-10 17:56:46 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),14864314F87538A1D3659F1F09137EDB,95316EEC5F1FDEFF798D29A17BABF29486C7ABB8,False,"D,CM:5.25,O,A,I,P",n/a,WordPerfect 5.1,files\BIBD[149005].wp5
Bookmark: 05.1 Bibliography,BIBD..doc,/CM068.ad1/A::A:\/BIBD..doc,13824 B,10/1/1999 11:35:11 AM (1999-10-01 18:35:11 UTC),9/26/2001 8:24:02 AM (2001-09-26 15:24:02 UTC),9/26/2001 12:00:00 AM (2001-09-26 07:00:00 UTC),606BCB5EF13104FA5F90D362B0D08CE2,20169E6E31915C4338E54B0FB583BCA4E2DEABFA,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBD..doc
Bookmark: 05.1 Bibliography,BIBD..doc,/CM063.ad1/A::A:\/BIBD..doc,8192 B,10/1/1999 11:35:10 AM (1999-10-01 18:35:10 UTC),11/19/2001 1:15:26 PM (2001-11-19 21:15:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),811684FC0CB909AD6197F899B26B6A8C,7D107AE500BE9AB5F2DEE241329F5F9B56BE3267,False,"D,CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\BIBD.[63003].doc
Bookmark: 05.1 Bibliography,BIBD~1.DOC,/CM063.ad1/A::A:\/RESOURCE.FRK/BIBD~1.DOC,0 B,11/19/2001 1:13:32 PM (2001-11-19 21:13:32 UTC),11/19/2001 1:15:26 PM (2001-11-19 21:15:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),n/a,n/a,False,"D,CM:3.5,O,A,I,P",n/a,Zero Length File,BIBLIO
Bookmark: 05.1 Bibliography,/CM036.ad1/A::A:\/BIBLIO,6134 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),4/23/1988 12:12:34 PM (1988-04-23 19:12:34 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),99204A0F82C200B8906225B2C281DDAE,8B73C87EF0E5B465C5AEAE25F562522621F83DF9,False,"D,CM:5.25,O,A,I,P",n/a,Unknown,files\BIBLIO,BIOSJG
Bookmark: 05.1 Bibliography,/CM083.ad1/A::A:\/BIOSJG,33009 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/16/1991 7:59:16 AM (1991-01-16 15:59:16 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),CE8DAB593CDDBA59EE7275A04CB37CAC,463B79E1064C838027BCC2E0E27F9EF36838B9D9,False,"D,CM:3.5,O,A,I,P",n/a,Unknown,files\BIOSJG,BIOSJG
Bookmark: 05.1 Bibliography,/CM051.ad1/A::A:\/BIOSJG,33009 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/16/1991 7:59:16 AM (1991-01-16 15:59:16 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),CE8DAB593CDDBA59EE7275A04CB37CAC,463B79E1064C838027BCC2E0E27F9EF36838B9D9,False,"D,CM:5.25,O,A,I,P",n/a,Unknown,files\BIOSJG[129012],BOOKS
Bookmark: 04.01 The Structure of Evolutionary Theory,biblio1.doc,/CM111.ad1/A::A:\/biblio1.doc,61440 B,5/15/2001 9:14:35 AM (2001-05-15 16:14:35 UTC),5/15/2001 9:14:48 AM (2001-05-15 16:14:48 UTC),5/15/2001 12:00:00 AM (2001-05-15 07:00:00 UTC),19CB5D698C99AFDB54DFB85C39D8EA0D,3338B5B04C26E2258F50FD6FA63EBB7A6850644B,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 97,files\biblio1.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,bibliography2.doc,/CM111.ad1/A::A:\/bibliography2.doc,347136 B,5/15/2001 9:02:01 AM (2001-05-15 16:02:01 UTC),9/20/2001 9:32:16 AM (2001-09-20 16:32:16 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),A2876F88384C8A58624D4C303F2FCAC9,F9BE39A8168E1CD6739371D4A4A5B314EC119A2C,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\bibliography2.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,bibliography2.doc,/CM164.ad1/B::B:\/bibliography2.doc,347136 B,5/15/2001 9:02:01 AM (2001-05-15 16:02:01 UTC),7/31/2001 3:57:42 PM (2001-07-31 22:57:42 UTC),7/31/2001 12:00:00 AM (2001-07-31 07:00:00 UTC),DA70A8F83A6FB5881EA88991DFBC4C61,C1F524A3241925264EFDE76B5BE8C532B538742F,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\bibliography2[250002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,bibliography2.wpd,/CM111.ad1/A::A:\/bibliography2.wpd,24317 B,8/30/1999 2:55:14 PM (1999-08-30 21:55:14 UTC),8/30/1999 2:49:46 PM (1999-08-30 21:49:46 UTC),5/15/2001 12:00:00 AM (2001-05-15 07:00:00 UTC),2FED4D1090450E4C00EFDC51E86DFD7E,6EF6C4F4F61BDF91B7DBC7455766CB18CDC7EF20,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,WordPerfect 6.1,files\bibliography2.wpd
Bookmark: 04.01 The Structure of Evolutionary Theory,CERBIB,/CM048.ad1/A::A:\/CERBIB,6332 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),7/9/1991 8:37:00 AM (1991-07-09 15:37:00 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),3C8F6D95284AE8F567A765B51470F874,6C3E70FDF85D7FDD0F3E905D60881D962EC4D979,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,Unknown,files\CERBIB
Bookmark: 04.01 The Structure of Evolutionary Theory,Chap1.doc,/CM102.ad1/A::A:\/Chap1.doc,285184 B,1/10/2001 7:46:49 AM (2001-01-10 15:46:49 UTC),2/14/2001 1:12:40 PM (2001-02-14 21:12:40 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),9CB992A7D02C216F456B323BA08E67E6,50E60376F37BCBAD91D393B7867944F9A1934128,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\Chap1.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,Chap1.doc,/CM121.ad1/A::A:\/Chap1.doc,317440 B,1/10/2001 7:46:49 AM (2001-01-10 15:46:49 UTC),5/8/2001 9:09:36 AM (2001-05-08 16:09:36 UTC),5/8/2001 12:00:00 AM (2001-05-08 07:00:00 UTC),FEFF666E26EF105A4947E8046A9BFD81,83E4909D453433EB433C43092CFBBFBD5A5015BD,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\Chap1[58002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,Chap1.doc,/CM151.ad1/B::B:\/Chap1.doc,317440 B,1/10/2001 7:46:49 AM (2001-01-10 15:46:49 UTC),3/13/2001 2:30:42 PM (2001-03-13 22:30:42 UTC),3/12/2001 11:00:00 PM (2001-03-13 07:00:00 UTC),ED479B6E99F4AFC1248BAF012969CFE5,C37A098D5F535AE968A9C758279C52763751CB5B,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\Chap1[247002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap10B.doc,/CM130.ad1/A::A:\/chap10B.doc,329216 B,5/30/2000 9:54:36 AM (2000-05-30 16:54:36 UTC),5/9/2001 1:26:50 PM (2001-05-09 20:26:50 UTC),5/9/2001 12:00:00 AM (2001-05-09 07:00:00 UTC),AE58272CE41E384B182F631BA6C86220,1388825D1C329AD63B5BAD59E046D679640783F8,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap10B.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap10B.doc,/CM161.ad1/B::B:\/chap10B.doc,303616 B,5/30/2000 9:54:36 AM (2000-05-30 16:54:36 UTC),9/20/2000 2:33:38 PM (2000-09-20 21:33:38 UTC),9/20/2000 12:00:00 AM (2000-09-20 07:00:00 UTC),7A054E3DF1F244D3544304124DBAEA52,804D90892195366070BD81EE0A8CE60E003701E2,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap10B[242003].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP10I.BK!,/CM110.ad1/A::A:\/CHAP10I.BK!,151598 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9/22/1999 8:14:20 PM (1999-09-23 03:14:20 UTC),11/13/2000 11:00:00 PM (2000-11-14 07:00:00 UTC),7A7026EC74E49F57047214B630F9CC84,219A1127FC8C467775C28D69648A9A4A1CB63754,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\CHAP10I.BK!.wpd
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP10I.doc,/CM130.ad1/A::A:\/CHAP10I.doc,211968 B,10/1/1999 11:34:43 AM (1999-10-01 18:34:43 UTC),5/9/2001 1:25:40 PM (2001-05-09 20:25:40 UTC),5/9/2001 12:00:00 AM (2001-05-09 07:00:00 UTC),402CB031147740089E67A300705FA2E4,FED8396EBA813170922DE2BA3D5E16E313724239,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\CHAP10I.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP10I.doc,/CM161.ad1/B::B:\/CHAP10I.doc,211456 B,10/1/1999 11:34:43 AM (1999-10-01 18:34:43 UTC),9/20/2000 2:31:10 PM (2000-09-20 21:31:10 UTC),9/20/2000 12:00:00 AM (2000-09-20 07:00:00 UTC),E552AEA8E8446B25806E457586B60AC1,CC7553CCADF272F2EB9BF88CEC3F64DF6F4BD000,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\CHAP10I[242002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP10I.WPD,/CM110.ad1/A::A:\/CHAP10I.WPD,204329 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9/29/1999 7:53:26 PM (1999-09-30 02:53:26 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),A784C46CC3B7A4F0A6E70B814236EE1D,A871759FBE3C1AFE6A04D13B9ABBF47114E962BD,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\CHAP10I.WPD
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11.4.doc,/CM131.ad1/A::A:\/chap11.4.doc,223744 B,8/30/2000 10:00:00 AM (2000-08-30 17:00:00 UTC),5/9/2001 12:54:54 PM (2001-05-09 19:54:54 UTC),5/9/2001 12:00:00 AM (2001-05-09 07:00:00 UTC),D9C976ED1A8A201A185C09C1D517A6B3,D177EA063098BCD4A5A28788F9496B3F95B848CC,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11.4.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11.4.doc,/CM101.ad1/A::A:\/chap11.4.doc,223744 B,8/30/2000 10:00:00 AM (2000-08-30 17:00:00 UTC),9/20/2001 9:34:22 AM (2001-09-20 16:34:22 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),77ECBFCA31E74D4C6944A74501B618E3,96FF3DF919153602EAD5B0FF4C30DC0BA0121409,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11.4[51003].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11.4.doc,/CM162.ad1/B::B:\/chap11.4.doc,218112 B,8/30/2000 10:00:00 AM (2000-08-30 17:00:00 UTC),10/24/2000 9:39:34 AM (2000-10-24 16:39:34 UTC),10/24/2000 12:00:00 AM (2000-10-24 07:00:00 UTC),7FD5BE6DAB2AC0CC449FDF67D5586583,FAA30442EC55C9DCAA3A1D26E9B3D949B29FBD83,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11.4[254002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11III.doc,/CM131.ad1/A::A:\/chap11III.doc,192512 B,8/9/2000 8:36:04 AM (2000-08-09 15:36:04 UTC),5/9/2001 12:53:36 PM (2001-05-09 19:53:36 UTC),5/9/2001 12:00:00 AM (2001-05-09 07:00:00 UTC),11EA36618F3BB69282A2A3E6B414BCD0,805D71BB77886B24CC9E6E9B6CC70931A0CD5B37,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11III.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11III.doc,/CM101.ad1/A::A:\/chap11III.doc,192512 B,8/9/2000 8:36:04 AM (2000-08-09 15:36:04 UTC),9/20/2001 9:36:20 AM (2001-09-20 16:36:20 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),4A32CD35DDB474B05C80EC548C483E9E,AD041A50E2FC404A226D80656ECFF2D96659730A,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11III[51002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap11III.doc,/CM162.ad1/B::B:\/chap11III.doc,192000 B,8/9/2000 8:36:04 AM (2000-08-09 15:36:04 UTC),10/24/2000 9:40:56 AM (2000-10-24 16:40:56 UTC),10/24/2000 12:00:00 AM (2000-10-24 07:00:00 UTC),70B16D0B00AB51D7999E611B2880228D,C60772AAC1076D17663B75796393B248B2A59635,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap11III[254003].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap12i.doc,/CM131.ad1/A::A:\/chap12i.doc,180224 B,11/28/2000 12:17:40 PM (2000-11-28 20:17:40 UTC),5/9/2001 12:51:52 PM (2001-05-09 19:51:52 UTC),5/9/2001 12:00:00 AM (2001-05-09 07:00:00 UTC),52334E38A25D0B705789AECB7FD6E8D7,6CF96A3E58DD903736887CAAF34BD6BEC76E3AA8,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap12i.doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap12i.doc,/CM101.ad1/A::A:\/chap12i.doc,180224 B,11/28/2000 12:17:40 PM (2000-11-28 20:17:40 UTC),9/20/2001 9:37:36 AM (2001-09-20 16:37:36 UTC),9/20/2001 12:00:00 AM (2001-09-20 07:00:00 UTC),FF9455E520066EF5646DBE51835C511E,EC9CF4D85A384021AE2E9B22F074139B35E6A77D,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap12i[51004].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,chap12i.doc,/CM163.ad1/B::B:\/chap12i.doc,180224 B,11/28/2000 12:17:40 PM (2000-11-28 20:17:40 UTC),3/13/2001 2:07:56 PM (2001-03-13 22:07:56 UTC),3/12/2001 11:00:00 PM (2001-03-13 07:00:00 UTC),8496AB9E6E81F16B293147D8DE0C1823,04722C86333A9089A3E457C552E199BEE16A9B36,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Microsoft Word 6.0,files\chap12i[248002].doc
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP2.3B,/CM067.ad1/A::A:\/CHAP2.3B,81259 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),1/31/1996 8:58:42 AM (1996-01-31 16:58:42 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),D06C9A27ACBB21DD870A13884ADE40B7,AE50D593EC0D6ED2B04BFC894F9711ED03DD2944,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,WordPerfect 6.0,files\CHAP2.3B.wpd
Bookmark: 04.01 The Structure of Evolutionary Theory,CHAP2.3B,/CM075.ad1/A::A:\/CHAP2.3B,73949 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),9/27/1989 10:35:54 AM (1989-09-27 17:35:54 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),8D869D02385ED0D8AA08966BBD12D63E,00BCD1B17C591679286F9F11DE118DBAD351D543,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:3.5,O,A,I,P",n/a,Unknown,files\CHAP2.3B
Bookmark: 04.01 The Structure of Evolutionary Theory,MACROEV.LIB,/CM056.ad1/A::A:\/LIBS/MACROEV.LIB,17920 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/23/1992 4:06:30 PM (1992-06-23 23:06:30 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),BEEF807AE2632B9F5AAF98C7834DFC39,50DA262095AF71DB358D29D239826AE8B81983D4,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,Unknown,files\MACROEV.LIB
Bookmark: 04.01 The Structure of Evolutionary Theory,MACROEVO,/CM017.ad1/A::A:\/MACROEVO,10834 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),6/22/1992 11:00:02 AM (1992-06-22 18:00:02 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),E0255A9AB9625C84DB781A7F4D36EDB5,086EC2960603900ECAC727251DE27B3FF3915175,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\MACROEVO.wp5
Bookmark: 04.01 The Structure of Evolutionary Theory,MACROREF.CH2,/CM056.ad1/A::A:\/LIBS/MACROREF.CH2,3927 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),12/19/1991 3:22:36 PM (1991-12-19 23:22:36 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),E6B56B572CB3FD997745EA8DC133C9B9,34F2E662D64403F82E06232C92AF298C70BA3C74,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\MACROREF.CH2.wp5
Bookmark: 04.01 The Structure of Evolutionary Theory,MACROREF.CH3,/CM056.ad1/A::A:\/LIBS/MACROREF.CH3,7502 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),2/14/1992 6:14:14 PM (1992-02-15 02:14:14 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),0286DAAE971DFBDB1BEB8C44D151A5C7,02592C2110B2A12AC2A168BD1EFE0CCD72B926A6,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\MACROREF.CH3.wp5
Bookmark: 04.01 The Structure of Evolutionary Theory,MACROREF.CH5,/CM056.ad1/A::A:\/LIBS/MACROREF.CH5,2570 B,12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),2/19/1992 5:25:14 PM (1992-02-20 01:25:14 UTC),12/31/1979 11:00:00 PM (1980-01-01 07:00:00 UTC),F547084FBB3A873035FEE670F76A2E29,D05873822CB096977DC9D72C6E4DF17D10F2A7DD,False,"D,S:Punctuated equilibrium (Evolution),S:Evolution (Biology),CM:5.25,O,A,I,P",n/a,WordPerfect 5.0,files\MACROREF.CH5.wp5
